State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
IA,128,408,335-8146,no,no,0,158.800000,75,27.000000,264.800000,91,22.510000,270.000000,77,12.150000,7.600000,7,2.050000,1
CO,104,415,377-2235,no,no,0,182.900000,113,31.090000,239.600000,85,20.370000,229.800000,104,10.340000,5.500000,4,1.490000,2
MN,103,415,386-9141,no,no,0,198.500000,112,33.750000,42.500000,90,3.610000,179.200000,124,8.060000,12.400000,5,3.350000,0
VT,124,415,416-5623,no,no,0,178.400000,72,30.330000,233.600000,134,19.860000,179.400000,91,8.070000,12.000000,2,3.240000,0
AZ,87,510,327-3053,no,no,0,110.900000,91,18.850000,158.500000,115,13.470000,207.500000,131,9.340000,6.200000,5,1.670000,1
LA,109,415,395-6195,no,yes,27,166.900000,85,28.370000,221.200000,92,18.800000,197.300000,97,8.880000,12.300000,4,3.320000,1
MO,167,415,397-8772,yes,no,0,244.800000,91,41.620000,60.800000,105,5.170000,176.700000,110,7.950000,10.700000,3,2.890000,2
ME,97,510,346-7656,no,no,0,120.800000,96,20.540000,169.800000,101,14.430000,194.100000,63,8.730000,11.900000,3,3.210000,4
MD,106,415,343-2350,no,no,0,165.300000,118,28.100000,210.000000,101,17.850000,187.200000,93,8.420000,8.500000,3,2.300000,2
VT,125,415,372-4722,no,no,0,126.700000,113,21.540000,155.500000,131,13.220000,206.200000,112,9.280000,14.400000,7,3.890000,2
DC,108,408,399-8615,no,yes,35,215.900000,106,36.700000,200.600000,107,17.050000,195.400000,107,8.790000,15.500000,7,4.190000,0
WY,125,415,379-8248,no,no,0,140.100000,132,23.820000,209.600000,126,17.820000,264.100000,77,11.880000,8.000000,2,2.160000,1
VA,89,415,414-6219,no,yes,32,209.900000,113,35.680000,249.800000,104,21.230000,224.200000,92,10.090000,8.700000,7,2.350000,1
VA,72,510,387-1343,yes,yes,29,139.800000,114,23.770000,138.200000,91,11.750000,221.000000,88,9.950000,5.500000,6,1.490000,0
CT,23,510,370-5527,no,no,0,321.600000,107,54.670000,251.600000,115,21.390000,141.100000,158,6.350000,11.300000,3,3.050000,2
HI,149,510,393-8736,no,no,0,166.600000,61,28.320000,218.800000,107,18.600000,208.300000,131,9.370000,8.200000,6,2.210000,7
WI,73,415,402-7626,no,no,0,214.200000,90,36.410000,196.800000,78,16.730000,157.900000,112,7.110000,5.900000,8,1.590000,0
MD,61,415,370-2688,no,no,0,260.000000,123,44.200000,210.500000,127,17.890000,234.700000,70,10.560000,9.000000,3,2.430000,1
WV,161,415,418-9036,no,no,0,191.900000,113,32.620000,70.900000,87,6.030000,204.800000,107,9.220000,13.400000,4,3.620000,4
VT,73,408,417-2035,no,no,0,213.000000,95,36.210000,188.800000,104,16.050000,136.200000,89,6.130000,13.500000,3,3.650000,0
UT,118,415,355-3602,no,yes,24,118.100000,83,20.080000,109.600000,72,9.320000,245.500000,73,11.050000,16.900000,2,4.560000,1
CO,23,408,393-4027,no,no,0,190.200000,89,32.330000,166.400000,108,14.140000,219.800000,73,9.890000,15.000000,4,4.050000,6
NC,127,415,418-5141,no,yes,25,82.200000,95,13.970000,163.300000,109,13.880000,264.900000,104,11.920000,5.100000,6,1.380000,0
NJ,42,415,406-1247,no,yes,32,163.800000,80,27.850000,177.800000,123,15.110000,190.400000,106,8.570000,8.100000,5,2.190000,0
AR,118,415,402-3892,no,no,0,267.800000,145,45.530000,316.400000,121,26.890000,208.600000,91,9.390000,14.400000,11,3.890000,5
IA,45,510,332-2965,no,no,0,159.800000,91,27.170000,120.400000,86,10.230000,163.000000,93,7.340000,10.600000,3,2.860000,2
GA,50,408,377-1218,no,yes,24,214.300000,129,36.430000,289.800000,55,24.630000,312.500000,130,14.060000,10.600000,4,2.860000,1
MO,179,510,355-2464,no,no,0,287.300000,123,48.840000,288.000000,114,24.480000,266.000000,112,11.970000,10.500000,4,2.840000,0
MO,152,408,404-4611,no,no,0,101.200000,122,17.200000,141.600000,87,12.040000,198.500000,124,8.930000,7.500000,3,2.030000,2
WY,105,415,373-2339,no,no,0,102.800000,74,17.480000,281.700000,125,23.940000,228.100000,113,10.260000,13.200000,5,3.560000,2
HI,72,415,410-3503,no,no,0,109.100000,97,18.550000,115.700000,96,9.830000,295.800000,84,13.310000,8.300000,6,2.240000,0
PA,52,408,410-4739,no,no,0,215.900000,67,36.700000,217.000000,108,18.450000,342.800000,130,15.430000,5.200000,2,1.400000,1
TX,125,415,365-3562,no,no,0,203.400000,110,34.580000,128.700000,97,10.940000,190.500000,113,8.570000,11.000000,4,2.970000,1
VA,143,510,387-7641,no,no,0,110.100000,113,18.720000,169.000000,59,14.370000,166.700000,94,7.500000,9.200000,2,2.480000,1
RI,65,415,385-9744,no,no,0,111.000000,51,18.870000,219.800000,84,18.680000,202.000000,89,9.090000,4.400000,14,1.190000,1
WI,80,415,398-5006,no,no,0,239.900000,121,40.780000,142.300000,51,12.100000,364.300000,106,16.390000,9.300000,5,2.510000,1
MS,1,415,408-3977,no,no,0,144.800000,107,24.620000,112.500000,66,9.560000,218.700000,79,9.840000,13.800000,3,3.730000,1
KY,60,408,334-2729,no,no,0,135.400000,134,23.020000,205.900000,85,17.500000,204.000000,103,9.180000,7.900000,4,2.130000,1
NC,43,415,334-7685,no,no,0,84.200000,134,14.310000,80.800000,103,6.870000,196.100000,79,8.820000,10.800000,2,2.920000,1
NV,143,415,350-9228,no,no,0,209.100000,127,35.550000,106.100000,80,9.020000,179.600000,90,8.080000,14.000000,6,3.780000,0
UT,81,415,407-5774,no,yes,24,130.100000,117,22.120000,196.000000,61,16.660000,139.300000,123,6.270000,11.400000,5,3.080000,0
ME,205,510,413-4039,no,yes,24,175.800000,139,29.890000,155.000000,98,13.180000,180.700000,64,8.130000,7.800000,5,2.110000,2
HI,24,415,343-2077,no,no,0,241.900000,104,41.120000,145.200000,112,12.340000,214.500000,105,9.650000,6.600000,5,1.780000,1
OH,74,415,336-5661,no,no,0,136.700000,106,23.240000,228.600000,105,19.430000,265.300000,114,11.940000,9.800000,4,2.650000,0
WV,77,510,355-4143,no,no,0,67.700000,68,11.510000,195.700000,86,16.630000,236.500000,137,10.640000,12.000000,2,3.240000,1
OK,74,415,366-5918,no,no,0,200.400000,87,34.070000,309.200000,105,26.280000,152.100000,118,6.840000,10.000000,2,2.700000,1
KY,74,510,368-7555,yes,no,0,125.800000,103,21.390000,207.700000,96,17.650000,207.400000,143,9.330000,14.100000,4,3.810000,1
AL,200,408,408-2119,no,no,0,128.200000,87,21.790000,133.200000,105,11.320000,177.600000,123,7.990000,11.200000,2,3.020000,1
MD,86,408,329-2789,no,no,0,226.300000,88,38.470000,223.000000,107,18.960000,255.600000,92,11.500000,13.000000,3,3.510000,4
NE,91,510,334-1508,no,yes,37,162.300000,107,27.590000,233.900000,115,19.880000,277.400000,94,12.480000,9.200000,4,2.480000,0
DC,76,415,337-1506,no,no,0,224.400000,121,38.150000,147.900000,97,12.570000,183.800000,74,8.270000,6.700000,2,1.810000,2
TX,130,415,396-8400,no,no,0,120.500000,127,20.490000,189.700000,52,16.120000,270.100000,107,12.150000,14.300000,2,3.860000,1
OH,56,408,349-2654,no,no,0,91.100000,90,15.490000,179.300000,115,15.240000,300.700000,89,13.530000,11.900000,8,3.210000,2
DE,117,415,417-2716,no,no,0,168.800000,137,28.700000,241.400000,107,20.520000,204.800000,106,9.220000,15.500000,4,4.190000,0
IA,63,510,402-1725,no,no,0,153.500000,81,26.100000,287.300000,115,24.420000,230.200000,85,10.360000,6.500000,5,1.760000,2
VT,126,415,403-3229,no,no,0,226.200000,88,38.450000,140.300000,114,11.930000,208.900000,110,9.400000,6.400000,2,1.730000,0
OR,132,510,353-6056,no,no,0,191.900000,107,32.620000,206.900000,127,17.590000,272.000000,88,12.240000,12.600000,2,3.400000,1
NV,81,415,399-9802,no,yes,28,167.900000,147,28.540000,190.700000,105,16.210000,193.000000,103,8.690000,9.200000,6,2.480000,4
NC,122,415,366-7069,no,no,0,180.000000,88,30.600000,145.000000,77,12.330000,233.700000,120,10.520000,11.500000,6,3.110000,2
NJ,46,408,332-5949,no,no,0,257.400000,67,43.760000,261.100000,91,22.190000,204.400000,107,9.200000,13.400000,5,3.620000,2
MN,150,415,393-6376,no,yes,28,174.400000,75,29.650000,169.900000,80,14.440000,201.600000,130,9.070000,11.000000,4,2.970000,1
ID,99,408,354-7025,no,no,0,159.700000,83,27.150000,155.400000,121,13.210000,255.700000,114,11.510000,8.400000,3,2.270000,1
AL,87,408,351-6585,no,no,0,237.200000,124,40.320000,222.600000,87,18.920000,173.300000,81,7.800000,11.000000,3,2.970000,1
AK,108,415,330-5462,no,no,0,103.000000,129,17.510000,242.300000,103,20.600000,170.200000,89,7.660000,7.900000,3,2.130000,1
VT,101,415,407-2292,no,no,0,153.800000,89,26.150000,234.000000,89,19.890000,196.300000,77,8.830000,11.600000,2,3.130000,4
PA,53,415,340-3011,no,no,0,205.100000,86,34.870000,160.500000,95,13.640000,149.500000,142,6.730000,10.700000,2,2.890000,3
AK,132,415,345-9153,no,yes,39,175.700000,93,29.870000,187.200000,94,15.910000,225.500000,118,10.150000,8.600000,3,2.320000,2
CA,158,510,379-5503,no,no,0,155.900000,123,26.500000,224.200000,112,19.060000,221.000000,116,9.950000,8.600000,8,2.320000,2
MS,114,415,389-6790,no,yes,34,154.400000,109,26.250000,221.400000,142,18.820000,208.500000,103,9.380000,10.300000,5,2.780000,0
AR,77,415,408-3610,no,yes,23,209.700000,73,35.650000,183.600000,63,15.610000,205.500000,111,9.250000,7.100000,3,1.920000,2
NV,144,415,375-8238,yes,no,0,150.000000,69,25.500000,285.900000,73,24.300000,190.600000,121,8.580000,9.400000,15,2.540000,0
AL,91,510,378-5633,no,yes,23,232.400000,97,39.510000,186.000000,88,15.810000,190.500000,128,8.570000,12.300000,3,3.320000,3
GA,58,408,389-9120,no,no,0,165.400000,100,28.120000,115.700000,87,9.830000,193.800000,118,8.720000,12.800000,5,3.460000,2
AR,5,415,380-2758,no,no,0,199.200000,106,33.860000,187.300000,12,15.920000,214.000000,85,9.630000,13.300000,3,3.590000,3
MA,97,408,402-2728,no,no,0,217.600000,81,36.990000,320.500000,51,27.240000,150.700000,110,6.780000,4.200000,3,1.130000,0
NJ,107,415,354-9062,no,no,0,212.100000,95,36.060000,150.100000,88,12.760000,219.800000,111,9.890000,7.700000,2,2.080000,3
MO,142,415,417-2054,no,yes,30,154.000000,75,26.180000,165.800000,97,14.090000,270.000000,83,12.150000,10.800000,5,2.920000,1
NY,9,408,353-1941,no,yes,31,193.800000,130,32.950000,202.600000,98,17.220000,191.200000,102,8.600000,13.300000,2,3.590000,1
AZ,73,415,328-1522,no,no,0,175.400000,130,29.820000,248.100000,105,21.090000,122.400000,85,5.510000,12.200000,4,3.290000,0
NJ,48,510,408-4529,no,yes,22,152.000000,63,25.840000,258.800000,131,22.000000,263.200000,109,11.840000,15.700000,5,4.240000,2
WV,43,408,417-5320,no,no,0,230.200000,147,39.130000,186.700000,121,15.870000,128.400000,100,5.780000,9.200000,3,2.480000,0
NM,122,408,370-9755,no,yes,33,174.900000,103,29.730000,248.200000,105,21.100000,164.600000,116,7.410000,13.500000,3,3.650000,1
SC,93,415,372-4835,no,no,0,190.200000,68,32.330000,262.200000,64,22.290000,130.000000,92,5.850000,8.800000,4,2.380000,0
VT,85,415,334-6605,no,no,0,176.400000,122,29.990000,224.900000,123,19.120000,219.600000,50,9.880000,11.500000,1,3.110000,1
TN,59,415,399-5564,no,no,0,160.900000,95,27.350000,251.200000,65,21.350000,273.400000,97,12.300000,5.000000,5,1.350000,3
LA,87,415,392-2887,no,no,0,228.700000,90,38.880000,163.000000,99,13.860000,154.100000,90,6.930000,11.800000,3,3.190000,1
OH,137,408,328-2110,no,no,0,144.000000,90,24.480000,181.600000,100,15.440000,128.100000,93,5.760000,12.300000,2,3.320000,0
OR,21,510,383-5976,no,yes,31,135.900000,90,23.100000,271.000000,84,23.040000,179.100000,89,8.060000,9.500000,7,2.570000,6
DE,129,510,332-6181,no,no,0,334.300000,118,56.830000,192.100000,104,16.330000,191.000000,83,8.590000,10.400000,6,2.810000,0
KY,104,415,330-5255,no,no,0,130.500000,77,22.190000,131.200000,117,11.150000,264.700000,63,11.910000,13.000000,6,3.510000,0
GA,93,408,413-5190,no,yes,21,134.200000,105,22.810000,162.500000,128,13.810000,186.600000,90,8.400000,11.800000,2,3.190000,4
VT,63,415,394-7447,no,no,0,278.000000,102,47.260000,266.400000,114,22.640000,224.100000,118,10.080000,13.100000,4,3.540000,4
OR,161,415,353-7096,no,no,0,105.400000,70,17.920000,214.800000,122,18.260000,223.600000,126,10.060000,7.800000,5,2.110000,0
TX,50,510,395-6002,no,no,0,188.900000,94,32.110000,203.900000,104,17.330000,151.800000,124,6.830000,11.600000,8,3.130000,3
MO,103,408,372-9816,no,yes,24,111.800000,85,19.010000,239.600000,102,20.370000,268.300000,81,12.070000,6.900000,4,1.860000,1
ND,84,415,400-7253,no,yes,33,159.100000,106,27.050000,149.800000,101,12.730000,213.400000,108,9.600000,13.000000,18,3.510000,1
MN,92,510,344-7470,no,no,0,212.400000,105,36.110000,224.600000,118,19.090000,221.300000,105,9.960000,9.000000,4,2.430000,1
NV,77,415,378-8572,no,no,0,142.300000,112,24.190000,306.300000,111,26.040000,196.500000,82,8.840000,9.900000,1,2.670000,1
NY,64,415,345-9140,yes,no,0,346.800000,55,58.960000,249.500000,79,21.210000,275.400000,102,12.390000,13.300000,9,3.590000,1
FL,159,415,340-5460,no,yes,15,113.900000,102,19.360000,145.300000,146,12.350000,195.200000,137,8.780000,11.800000,9,3.190000,1
KS,110,415,369-8024,yes,yes,27,267.900000,103,45.540000,263.300000,74,22.380000,178.100000,106,8.010000,8.300000,2,2.240000,1
NV,138,510,395-8595,no,no,0,171.400000,117,29.140000,115.200000,128,9.790000,224.500000,115,10.100000,17.000000,4,4.590000,3
NV,178,408,359-4587,no,no,0,275.400000,150,46.820000,187.500000,62,15.940000,147.100000,126,6.620000,13.600000,3,3.670000,1
SC,38,415,375-5439,no,yes,31,197.200000,118,33.520000,249.900000,70,21.240000,298.900000,104,13.450000,3.900000,2,1.050000,0
MI,50,415,361-3779,no,yes,35,192.600000,97,32.740000,135.200000,101,11.490000,216.200000,101,9.730000,7.900000,2,2.130000,2
MI,45,510,375-8934,no,yes,26,91.700000,104,15.590000,150.600000,119,12.800000,63.300000,103,2.850000,7.700000,5,2.080000,1
TN,70,510,395-4757,no,no,0,126.300000,99,21.470000,141.600000,106,12.040000,255.900000,96,11.520000,9.600000,2,2.590000,0
NY,147,510,421-7205,no,yes,33,251.500000,107,42.760000,234.100000,110,19.900000,213.400000,87,9.600000,10.400000,6,2.810000,3
NV,94,510,379-8805,no,no,0,190.600000,108,32.400000,152.300000,95,12.950000,144.700000,97,6.510000,7.500000,5,2.030000,1
IL,179,510,348-2150,no,no,0,116.100000,101,19.740000,201.800000,99,17.150000,181.900000,103,8.190000,11.600000,5,3.130000,0
MS,116,415,417-9128,no,no,0,217.300000,91,36.940000,216.100000,95,18.370000,148.100000,76,6.660000,11.300000,3,3.050000,2
ND,59,510,351-4226,no,no,0,179.400000,80,30.500000,232.500000,99,19.760000,175.800000,105,7.910000,14.700000,3,3.970000,0
NC,165,415,330-6630,no,no,0,207.700000,109,35.310000,164.800000,94,14.010000,54.500000,91,2.450000,7.900000,3,2.130000,0
MI,133,408,387-9137,no,no,0,277.300000,138,47.140000,228.400000,117,19.410000,117.300000,103,5.280000,12.800000,4,3.460000,2
TN,140,415,372-3987,no,no,0,125.300000,84,21.300000,167.600000,121,14.250000,260.600000,94,11.730000,8.400000,4,2.270000,1
VT,93,408,408-5183,no,yes,32,138.100000,91,23.480000,167.300000,72,14.220000,238.900000,115,10.750000,6.800000,3,1.840000,2
OK,52,510,412-9357,no,yes,38,169.300000,88,28.780000,225.900000,97,19.200000,172.000000,86,7.740000,8.200000,3,2.210000,0
DE,64,415,402-3599,no,yes,27,201.300000,101,34.220000,143.800000,89,12.220000,150.200000,127,6.760000,12.300000,3,3.320000,1
ND,12,510,379-5211,yes,no,0,216.700000,117,36.840000,116.500000,126,9.900000,220.000000,110,9.900000,9.800000,4,2.650000,2
OR,48,415,405-9217,no,no,0,190.400000,92,32.370000,317.500000,85,26.990000,133.400000,113,6.000000,8.300000,4,2.240000,2
NY,181,408,340-9200,no,no,0,143.300000,91,24.360000,195.500000,58,16.620000,223.300000,95,10.050000,6.000000,7,1.620000,1
MO,168,415,339-9026,no,yes,42,97.400000,57,16.560000,203.600000,98,17.310000,173.900000,124,7.830000,11.400000,2,3.080000,2
FL,155,415,343-4772,no,no,0,181.400000,111,30.840000,167.700000,92,14.250000,168.500000,122,7.580000,11.300000,3,3.050000,3
ND,105,510,345-2108,no,no,0,246.400000,83,41.890000,256.200000,101,21.780000,169.000000,151,7.610000,3.800000,4,1.030000,0
NY,11,415,401-4650,no,no,0,143.400000,130,24.380000,289.400000,50,24.600000,194.000000,100,8.730000,9.700000,6,2.620000,2
ND,182,415,400-3945,no,no,0,104.900000,111,17.830000,198.500000,120,16.870000,258.200000,91,11.620000,8.000000,5,2.160000,2
NY,104,415,338-3781,no,no,0,156.200000,93,26.550000,193.000000,54,16.410000,222.700000,94,10.020000,13.100000,5,3.540000,1
OH,102,415,342-6316,no,no,0,114.800000,125,19.520000,81.900000,126,6.960000,304.300000,101,13.690000,12.000000,4,3.240000,0
AL,122,415,336-5920,no,no,0,232.500000,96,39.530000,205.500000,120,17.470000,213.700000,91,9.620000,11.900000,2,3.210000,0
SC,41,415,332-1060,no,no,0,143.600000,117,24.410000,152.400000,108,12.950000,194.400000,110,8.750000,8.600000,3,2.320000,1
GA,132,415,418-3426,no,no,0,176.700000,132,30.040000,244.100000,80,20.750000,176.300000,120,7.930000,9.100000,4,2.460000,2
WY,76,415,408-6326,no,no,0,263.400000,148,44.780000,230.300000,69,19.580000,170.600000,101,7.680000,11.400000,5,3.080000,1
WV,13,415,334-6142,no,no,0,146.400000,74,24.890000,148.500000,92,12.620000,216.700000,96,9.750000,11.300000,3,3.050000,1
HI,115,415,336-6128,no,yes,33,145.000000,72,24.650000,194.500000,157,16.530000,242.300000,138,10.900000,14.200000,3,3.830000,2
WV,67,408,406-6708,no,no,0,167.800000,91,28.530000,167.700000,69,14.250000,110.300000,71,4.960000,8.400000,12,2.270000,1
LA,154,510,388-8670,no,no,0,166.900000,99,28.370000,154.900000,97,13.170000,189.400000,89,8.520000,7.200000,5,1.940000,0
AR,100,510,363-5853,no,no,0,142.500000,87,24.230000,195.700000,88,16.630000,122.100000,117,5.490000,7.800000,8,2.110000,2
AK,146,510,383-6544,yes,no,0,133.000000,65,22.610000,262.800000,93,22.340000,214.300000,128,9.640000,11.200000,3,3.020000,1
DC,148,415,378-2940,no,yes,11,252.900000,129,42.990000,284.300000,88,24.170000,262.800000,99,11.830000,12.300000,1,3.320000,1
AL,67,415,338-7683,no,yes,28,95.000000,94,16.150000,291.200000,73,24.750000,159.600000,114,7.180000,10.000000,2,2.700000,2
UT,161,510,329-2786,yes,no,0,194.200000,106,33.010000,249.400000,105,21.200000,254.900000,129,11.470000,12.900000,1,3.480000,1
KS,70,415,369-9465,no,no,0,222.800000,114,37.880000,215.900000,113,18.350000,223.500000,122,10.060000,0.000000,0,0.000000,1
MN,116,510,337-3769,no,no,0,201.800000,82,34.310000,231.500000,95,19.680000,226.100000,130,10.170000,16.500000,5,4.460000,0
VA,99,415,400-6257,no,yes,42,216.000000,125,36.720000,232.300000,104,19.750000,215.500000,100,9.700000,9.300000,4,2.510000,2
UT,87,415,411-6663,no,no,0,146.300000,108,24.870000,171.800000,102,14.600000,167.500000,66,7.540000,5.300000,9,1.430000,1
IN,87,510,384-3101,no,no,0,234.800000,85,39.920000,140.900000,91,11.980000,204.300000,93,9.190000,9.500000,5,2.570000,1
CT,70,408,339-5329,no,no,0,198.600000,111,33.760000,213.900000,115,18.180000,171.200000,105,7.700000,10.600000,6,2.860000,2
DE,131,408,388-9944,no,no,0,94.400000,80,16.050000,215.100000,101,18.280000,179.700000,108,8.090000,13.100000,9,3.540000,2
VT,119,510,403-1769,no,no,0,190.400000,74,32.370000,215.600000,113,18.330000,161.200000,111,7.250000,10.000000,1,2.700000,2
MO,119,408,390-1612,no,yes,32,142.600000,77,24.240000,208.200000,126,17.700000,171.000000,102,7.690000,12.000000,2,3.240000,3
RI,87,510,421-7214,yes,no,0,134.200000,80,22.810000,165.000000,71,14.030000,173.100000,102,7.790000,10.700000,5,2.890000,0
CA,112,415,338-6962,no,no,0,111.900000,92,19.020000,114.000000,143,9.690000,146.800000,79,6.610000,14.100000,3,3.810000,5
RI,75,415,333-9826,no,no,0,122.800000,89,20.880000,211.300000,104,17.960000,261.400000,91,11.760000,10.700000,2,2.890000,2
CT,150,510,411-8549,no,no,0,189.300000,77,32.180000,220.900000,105,18.780000,238.700000,117,10.740000,9.200000,5,2.480000,4
IN,161,510,381-9234,no,yes,38,240.400000,112,40.870000,201.800000,102,17.150000,206.100000,112,9.270000,16.100000,6,4.350000,0
FL,91,510,387-9855,yes,yes,24,93.500000,112,15.900000,183.400000,128,15.590000,240.700000,133,10.830000,9.900000,3,2.670000,0
KS,124,415,371-6990,no,no,0,158.600000,104,26.960000,211.200000,77,17.950000,179.300000,104,8.070000,10.200000,8,2.750000,3
NY,94,510,417-3046,yes,no,0,243.200000,109,41.340000,147.000000,88,12.500000,94.900000,99,4.270000,7.200000,4,1.940000,4
TX,217,408,385-7082,no,no,0,176.400000,115,29.990000,158.800000,128,13.500000,306.600000,107,13.800000,9.300000,3,2.510000,4
RI,158,510,365-5886,no,no,0,220.900000,129,37.550000,242.200000,108,20.590000,233.300000,75,10.500000,6.400000,5,1.730000,0
NV,102,415,373-5196,no,no,0,144.400000,87,24.550000,266.500000,128,22.650000,217.600000,59,9.790000,7.100000,7,1.920000,0
UT,85,510,327-6194,no,no,0,212.300000,107,36.090000,228.400000,103,19.410000,163.300000,116,7.350000,7.700000,3,2.080000,0
OK,79,510,381-4565,no,no,0,147.000000,72,24.990000,165.700000,102,14.080000,243.200000,107,10.940000,8.400000,9,2.270000,1
MN,139,510,357-9832,no,yes,25,96.200000,112,16.350000,178.900000,70,15.210000,182.100000,84,8.190000,12.900000,10,3.480000,2
NC,103,415,396-4845,no,no,0,263.400000,118,44.780000,179.100000,69,15.220000,214.700000,112,9.660000,10.300000,2,2.780000,0
OR,98,415,378-6772,yes,no,0,12.500000,67,2.130000,256.600000,90,21.810000,169.400000,88,7.620000,7.700000,9,2.080000,1
NH,78,408,353-4296,no,no,0,162.300000,116,27.590000,192.400000,86,16.350000,240.600000,100,10.830000,10.100000,3,2.730000,2
AK,50,408,362-8331,no,no,0,183.600000,107,31.210000,58.600000,118,4.980000,202.600000,99,9.120000,8.700000,3,2.350000,1
OR,161,415,362-4685,no,no,0,178.100000,109,30.280000,146.500000,86,12.450000,137.600000,78,6.190000,8.500000,2,2.300000,1
KS,67,408,383-1431,no,no,0,201.400000,101,34.240000,97.600000,122,8.300000,202.500000,119,9.110000,7.000000,3,1.890000,0
WV,86,415,332-2258,no,yes,38,123.000000,158,20.910000,133.900000,119,11.380000,138.200000,103,6.220000,13.300000,4,3.590000,1
GA,92,510,375-8304,no,no,0,208.000000,125,35.360000,198.900000,76,16.910000,76.400000,97,3.440000,8.600000,6,2.320000,0
NM,174,415,340-5580,no,no,0,239.200000,72,40.660000,188.500000,124,16.020000,105.600000,116,4.750000,8.800000,3,2.380000,1
OH,124,510,362-1490,no,no,0,193.000000,97,32.810000,89.800000,99,7.630000,172.800000,104,7.780000,15.300000,3,4.130000,1
ND,132,415,336-4281,no,yes,31,174.500000,101,29.670000,245.600000,105,20.880000,172.800000,76,7.780000,10.300000,9,2.780000,1
RI,190,415,361-1315,no,yes,26,116.700000,71,19.840000,145.900000,88,12.400000,175.100000,103,7.880000,9.900000,3,2.670000,1
HI,101,510,342-5906,no,no,0,93.800000,127,15.950000,150.000000,104,12.750000,241.100000,116,10.850000,10.700000,2,2.890000,1
WY,185,415,405-7904,yes,yes,30,154.100000,114,26.200000,118.700000,106,10.090000,258.400000,105,11.630000,12.900000,3,3.480000,2
NY,68,415,349-4762,no,yes,29,239.500000,82,40.720000,203.800000,105,17.320000,167.800000,70,7.550000,9.900000,6,2.670000,0
KS,117,510,385-3263,no,yes,25,216.000000,140,36.720000,224.100000,69,19.050000,267.900000,112,12.060000,11.800000,4,3.190000,0
LA,118,408,405-9496,no,no,0,187.400000,97,31.860000,177.800000,89,15.110000,233.400000,97,10.500000,12.200000,6,3.290000,1
PA,124,415,396-6775,no,no,0,167.400000,119,28.460000,233.200000,143,19.820000,109.600000,115,4.930000,10.300000,5,2.780000,0
NV,22,510,393-6475,no,no,0,160.400000,108,27.270000,218.100000,88,18.540000,192.900000,115,8.680000,12.500000,4,3.380000,1
MN,75,415,379-7779,no,no,0,143.200000,92,24.340000,209.100000,142,17.770000,173.000000,96,7.790000,11.900000,9,3.210000,1
PA,134,408,408-8650,no,no,0,205.300000,122,34.900000,240.500000,155,20.440000,179.100000,107,8.060000,5.000000,9,1.350000,1
MO,164,408,400-3497,no,yes,25,219.100000,88,37.250000,151.500000,99,12.880000,50.100000,60,2.250000,14.300000,6,3.860000,1
NY,44,510,407-9244,no,no,0,143.200000,77,24.340000,169.800000,114,14.430000,215.800000,77,9.710000,7.600000,4,2.050000,1
ME,177,415,406-8809,no,no,0,232.800000,106,39.580000,175.200000,97,14.890000,212.200000,77,9.550000,12.500000,7,3.380000,2
NH,110,408,358-1778,no,no,0,162.000000,81,27.540000,247.500000,89,21.040000,155.500000,99,7.000000,8.900000,8,2.400000,0
WY,53,415,337-4339,no,yes,27,25.900000,119,4.400000,206.500000,96,17.550000,228.100000,64,10.260000,6.500000,7,1.760000,1
NY,108,415,344-7197,no,no,0,154.200000,123,26.210000,112.300000,86,9.550000,246.400000,75,11.090000,15.400000,4,4.160000,4
ME,80,408,333-7631,no,no,0,322.300000,113,54.790000,222.000000,95,18.870000,162.800000,123,7.330000,6.700000,8,1.810000,0
MN,158,408,372-6623,no,no,0,209.900000,112,35.680000,221.300000,82,18.810000,210.000000,93,9.450000,8.200000,3,2.210000,1
OH,114,415,363-2602,no,no,0,191.500000,88,32.560000,175.200000,78,14.890000,220.300000,118,9.910000,0.000000,0,0.000000,0
NC,64,408,387-7757,no,yes,19,291.100000,150,49.490000,226.700000,123,19.270000,219.100000,67,9.860000,7.500000,2,2.030000,1
SD,88,415,397-5381,no,no,0,215.600000,115,36.650000,216.200000,85,18.380000,171.300000,65,7.710000,11.800000,1,3.190000,3
UT,82,510,406-4604,yes,no,0,208.800000,101,35.500000,213.700000,87,18.160000,175.100000,86,7.880000,12.400000,6,3.350000,3
KY,111,415,376-9513,no,no,0,255.900000,97,43.500000,204.100000,129,17.350000,171.300000,84,7.710000,12.300000,5,3.320000,3
MT,60,408,360-1852,no,no,0,252.700000,97,42.960000,221.100000,121,18.790000,109.900000,100,4.950000,12.400000,4,3.350000,2
NJ,113,408,421-7270,no,no,0,132.100000,72,22.460000,247.500000,107,21.040000,246.200000,123,11.080000,6.900000,6,1.860000,3
FL,109,408,371-9482,no,no,0,217.000000,115,36.890000,207.000000,142,17.600000,268.000000,106,12.060000,8.200000,4,2.210000,1
IN,105,510,337-4101,no,yes,42,101.900000,79,17.320000,223.100000,97,18.960000,241.600000,77,10.870000,12.900000,2,3.480000,0
